ID	Rotatable bond count	logP	Polar surface area	acceptorcount	donorcount	Mass
36337517	6	2.88	26.71	3	1	290.451
36377478	6	3.85	44.53	4	1	394.494
36390123	5	4.59	38.13	3	0	379.89
36438720	7	3.09	50.80	4	1	412.574
36451986	7	4.35	23.55	2	0	350.506
36461077	5	4.72	30.29	3	0	367.88
36556902	4	3.60	45.48	2	1	326.440
36604386	8	4.15	64.80	4	0	394.471
36614074	6	5.14	23.55	2	0	370.581
36692891	7	3.78	64.28	5	0	384.86
36700432	7	4.01	66.19	6	0	438.524
36719235	5	4.96	39.08	3	1	361.489
36733424	4	4.00	58.53	3	2	357.461
36752255	6	4.82	49.25	4	1	407.94
36757149	7	3.73	64.43	3	0	431.96
36766724	6	4.69	32.34	2	1	360.93
36897764	6	3.60	54.56	4	1	378.472
36979382	7	3.70	56.75	4	0	440.632
37071172	5	4.09	23.55	2	0	354.538
37081754	4	3.81	61.02	3	2	402.52
37137972	3	3.08	72.70	4	1	387.418
37151275	4	5.05	60.60	3	2	411.553
37213110	6	3.51	39.85	3	1	364.489
37250450	8	2.89	65.40	6	2	414.546
37255113	6	4.65	30.29	2	0	335.451
37284527	7	3.65	44.81	4	1	442.00
37293226	4	2.61	58.29	5	0	399.446
37322072	8	3.52	38.77	3	0	377.54
37364971	5	4.35	47.36	4	0	391.515
37376116	7	4.32	56.96	5	0	422.525
37402697	6	4.11	52.41	5	0	404.49
37461312	7	3.68	26.71	3	1	370.444
37473114	9	3.25	28.60	4	0	359.558
37474170	7	4.96	23.55	2	0	419.39
37475845	7	3.23	76.83	5	1	413.518
37476202	8	2.29	49.85	3	0	358.482
37505360	4	4.58	31.92	2	1	357.380
37511614	7	4.70	41.93	4	1	424.36
37517337	6	4.73	18.95	4	0	409.549
37529269	7	5.05	58.53	3	2	423.92
37619193	5	3.61	68.46	4	0	417.440
37625802	8	4.00	63.94	4	1	434.536
37650061	6	2.87	29.95	4	1	393.575
37669292	10	4.50	24.94	4	0	396.575
37703725	6	5.03	47.67	3	1	407.521
37709557	6	4.18	55.63	4	1	383.499
37727397	7	3.52	60.62	5	0	401.53
37727988	4	3.88	33.20	3	0	328.84
37769684	4	2.28	68.27	2	1	296.326
37775203	5	2.29	54.38	6	0	333.82
37807481	4	2.37	32.26	4	0	382.527
37828063	6	4.44	55.63	4	1	423.495
37828509	8	3.20	35.94	4	1	386.511
37845300	7	2.91	29.95	4	1	373.585
37901665	5	2.87	59.23	4	0	317.41
37978214	9	4.12	24.30	3	0	408.513
38015329	4	4.57	42.16	3	0	383.495
38017751	4	4.00	48.99	3	1	371.84
38023873	4	3.78	42.01	4	0	450.96
38024698	5	2.42	39.85	3	1	334.84
38041659	7	4.48	54.63	5	0	432.447
38050063	6	2.92	70.67	2	2	437.98
38055314	4	2.19	29.95	4	1	333.451
38101551	7	3.80	51.16	5	1	403.90
38106870	8	4.43	32.70	3	1	353.506
38110806	7	3.14	75.28	5	1	368.481
38141411	8	4.13	34.17	5	0	422.569
38145416	6	2.82	49.85	4	0	410.489
38146091	6	4.51	15.27	2	1	344.49
38183621	11	4.01	53.96	5	2	434.580
38207590	6	3.93	27.54	4	0	435.539
38217020	7	3.80	19.37	3	0	357.93
38259969	5	5.03	9.72	3	0	397.514
38268838	4	3.82	42.16	3	0	367.88
38292431	7	3.02	39.85	3	1	374.91
38315382	5	4.00	68.46	4	0	417.440
38357093	6	3.15	52.93	4	2	375.89
38405391	8	3.89	15.71	3	0	330.516
38418186	7	3.81	65.95	3	2	427.552
38423476	3	4.79	29.27	2	0	392.450
38437576	6	4.07	42.16	3	0	381.42
38445208	3	5.02	29.27	2	0	370.496
38454885	7	4.63	36.36	3	1	412.52
38495645	5	4.62	38.50	3	0	368.50
38518820	6	3.75	49.58	3	0	429.564
38535434	4	2.91	29.95	4	1	375.51
38547415	9	4.57	35.58	3	1	447.546
38597059	3	3.32	46.40	2	1	329.39
38638401	6	4.52	32.78	3	0	406.570
38656525	7	3.65	29.95	4	1	391.575
38696446	7	4.61	38.50	3	0	390.406
38718044	6	3.18	83.37	6	1	384.443
38758896	6	4.23	39.34	2	1	375.516
38764248	4	3.44	36.69	2	0	344.499
38783808	9	4.00	35.94	4	1	400.538
38827417	8	4.53	47.73	4	0	380.488
38877695	7	3.99	56.90	4	1	405.477
38907027	8	4.37	49.77	4	1	413.58
38912643	7	3.75	44.53	4	1	428.94
38917758	9	4.39	47.36	3	0	417.98
38924457	10	4.46	24.94	4	0	396.575
38933699	3	3.83	58.29	5	0	389.503
38938677	7	4.01	56.96	5	0	422.525
38941253	2	3.19	45.15	5	0	331.423
38952163	7	4.68	23.47	2	1	341.470
38956987	5	3.31	33.20	3	0	326.46
39105001	7	4.37	45.40	4	0	398.94
39146074	4	4.05	58.29	5	0	385.471
39155224	10	2.63	55.20	4	0	327.49
39228586	5	1.86	83.99	5	0	406.438
39233961	4	4.01	41.29	3	1	365.452
39239859	9	3.50	49.85	3	0	412.574
39316778	4	4.42	9.72	3	0	371.476
39330778	4	3.41	56.94	3	2	372.472
39337660	8	3.94	59.50	3	0	394.515
39358715	6	3.60	68.04	5	0	433.93
39361551	5	3.97	45.40	4	0	366.440
39368920	8	4.60	28.85	3	0	420.597
39390660	5	4.37	49.58	3	0	443.591
39449736	9	3.38	54.63	5	0	398.430
39458557	5	4.59	38.13	3	0	379.89
39481127	7	4.38	40.62	2	0	436.640
39485829	2	3.36	37.61	2	0	337.44
39492908	8	4.03	33.73	4	1	366.505
39534209	6	5.34	70.84	4	1	415.420
39634765	6	4.20	61.80	4	2	434.511
39639346	4	3.09	63.91	4	0	371.43
39685231	8	4.65	36.36	3	1	372.57
39689208	7	4.50	47.36	4	0	423.94
39725970	8	3.27	72.95	3	1	388.471
39755496	7	4.00	29.95	4	1	399.623
39764169	7	4.34	50.52	4	1	425.96
39766257	4	3.93	51.27	2	0	385.89
39774799	7	3.34	19.37	3	0	341.474
39777140	7	1.95	92.44	8	1	383.456
39779747	5	4.98	47.67	3	1	419.480
39805904	4	4.33	51.54	3	0	426.516
39871678	8	4.03	39.60	4	1	407.533
39952217	8	3.13	79.28	4	0	411.502
39976781	4	3.80	58.29	5	0	349.438
40005745	7	3.95	47.73	4	0	372.509
40027405	6	3.82	28.18	5	0	395.547
40031515	5	4.80	20.31	2	0	323.45
40052939	5	4.92	23.47	2	1	343.90
40054496	4	4.19	49.33	4	0	364.493
40061436	5	3.46	58.81	4	0	445.563
40089537	5	4.42	56.96	5	0	426.90
40093304	6	4.08	47.73	3	0	378.472
40096117	5	2.06	62.47	4	0	376.460
40139765	5	3.31	68.46	4	0	415.85
4017407	3	0.18	29.85	2	1	224.13
40197614	8	3.86	54.63	5	0	420.557
40238113	5	2.87	43.70	3	2	345.87
40238464	6	4.22	60.25	4	0	382.508
40273455	6	3.31	58.64	3	1	420.484
40279003	5	4.64	44.39	4	1	420.532
40290554	6	4.66	32.70	3	1	381.53
40291521	5	4.31	53.94	5	1	393.43
40319199	5	4.24	38.50	3	0	402.417
40384426	6	5.13	32.34	2	1	356.53
40408141	5	4.23	51.02	3	0	380.88
40525782	5	3.77	38.50	3	0	362.473
40529241	6	3.63	59.50	3	0	420.95
40564126	4	3.91	55.57	3	0	398.89
40653520	6	4.64	62.39	4	1	397.90
40661640	5	3.80	37.38	2	0	319.83
40701600	4	2.30	74.76	4	0	412.393
40736985	5	2.97	58.81	4	0	383.492
40751199	7	3.36	67.07	5	2	353.514
40793494	4	3.83	50.27	3	0	388.442
40813511	9	3.88	42.76	5	0	438.547
40844409	5	4.01	54.71	3	1	402.494
40870762	5	3.37	86.86	5	1	430.512
40873680	6	3.32	9.72	3	0	363.97
40883070	5	4.49	62.30	4	1	435.95
40931389	4	3.34	72.70	4	1	371.48
40938017	6	4.73	47.15	3	1	405.56
40943406	7	3.98	61.20	5	1	404.49
40943835	5	4.65	42.16	3	0	393.490
40969720	4	2.81	64.03	6	0	339.42
40990072	9	3.46	56.90	3	1	387.487
41014120	9	4.03	34.17	5	0	436.596
41042980	9	5.37	26.71	3	1	418.625
41067859	6	5.11	61.80	4	2	450.96
41079251	8	4.34	52.22	3	1	373.456
41083789	4	3.94	26.71	3	1	376.544
41084454	6	4.74	32.34	2	1	396.47
41095052	5	3.00	58.64	3	1	386.88
41143161	5	3.90	28.16	3	1	333.47
41165480	8	4.42	42.43	3	0	426.50
41213042	7	4.72	19.37	3	0	391.534
41217420	5	3.96	49.85	3	0	420.553
41267722	8	3.29	44.53	4	1	390.531
41274658	10	3.82	28.60	4	0	381.564
41291507	6	4.88	45.23	3	1	403.54
41330214	7	4.07	35.94	4	1	404.502
41332731	8	4.54	15.71	3	0	388.503
41335246	5	5.12	32.34	2	1	394.51
41339556	4	2.55	76.75	7	0	441.92
41340976	4	3.19	35.75	4	0	360.89
41356937	4	4.60	23.55	2	0	368.565
41378579	8	4.21	49.64	3	1	418.56
41398138	5	4.94	55.30	3	0	441.454
41438119	7	4.60	24.30	3	0	410.99
41472669	8	4.44	48.11	4	0	419.504
41511789	8	4.19	53.32	4	2	442.96
41528723	10	4.46	24.94	4	0	396.575
41547455	9	3.82	58.44	5	0	424.65
41595009	6	2.89	68.84	4	0	378.480
41628627	6	3.95	63.30	3	1	426.520
41629182	9	2.23	103.30	6	1	380.404
41640430	3	3.25	55.13	2	1	314.40
41649184	7	4.39	32.34	2	1	374.95
41675573	11	4.82	44.73	4	2	424.97
41687128	10	4.21	44.73	4	2	422.492
41747903	5	4.58	18.95	4	0	399.96
41750150	2	3.94	23.55	2	0	382.507
41800588	4	2.66	58.29	5	0	369.85
41808468	6	3.77	49.77	4	1	393.406
41841095	3	4.89	20.31	2	0	339.86
41866920	7	2.44	45.67	4	0	367.493
41919745	6	3.37	71.36	3	1	353.422
41924212	7	4.81	49.74	3	1	377.536
41958036	5	3.98	64.15	3	1	378.451
41990395	10	3.57	45.17	5	1	410.558
42009843	5	3.82	55.05	4	0	378.86
42048228	5	3.83	55.20	3	0	405.473
42073699	8	2.54	69.21	5	0	327.388
42083708	8	3.76	35.94	4	1	372.553
42106061	5	4.87	56.96	5	0	440.92
42166003	7	4.75	47.67	3	1	389.478
42206806	9	4.80	56.90	4	1	435.96
42219994	7	5.49	49.25	4	1	455.525
42229468	8	4.77	59.00	4	1	417.93
42258745	8	4.16	26.71	3	1	352.522
42283106	6	3.37	35.94	4	1	404.95
42307992	6	4.07	26.71	3	1	384.51
42362211	11	3.98	34.17	5	0	426.601
42392824	4	2.38	36.02	4	0	399.579
42429058	6	4.02	42.01	4	0	428.480
42432593	6	4.88	59.23	3	0	425.532
42522054	8	4.39	58.12	4	1	438.51
42528059	8	4.91	73.45	5	1	419.55
42541824	7	4.63	29.54	2	0	415.52
42606264	7	3.87	50.80	4	1	440.628
42617645	6	3.06	55.20	4	0	375.53
42621957	5	4.30	33.09	3	1	380.580
42631627	6	4.10	32.70	3	1	359.89
42640917	4	3.78	33.09	3	1	352.526
42651482	10	4.26	42.01	4	0	410.558
42665880	8	3.63	59.39	4	1	418.541
42680118	5	3.22	47.77	5	1	435.547
42734662	6	3.44	18.95	4	0	403.586
42739475	5	4.27	46.09	4	0	377.51
42783454	6	4.97	41.15	3	1	381.47
42805986	4	4.05	22.61	4	0	404.533
42821376	6	3.41	39.60	4	1	403.49
42831103	5	4.04	49.77	4	1	359.85
42852418	6	3.97	47.36	4	0	393.462
42873136	9	3.87	44.81	4	1	442.00
42875005	8	3.74	65.40	6	2	448.99
42913036	9	4.38	33.53	4	0	418.585
42929067	9	4.24	55.20	4	0	415.60
43003450	5	3.09	62.72	3	0	433.431
43014214	9	4.59	54.90	5	0	443.61
43030636	6	4.11	54.56	4	1	392.499
43054605	6	2.17	77.69	5	0	379.416
43123597	6	3.76	59.75	3	0	403.478
43137790	7	4.47	33.09	3	1	370.448
43181646	4	2.60	40.54	3	1	281.78
43204705	5	4.01	47.09	3	0	404.437
43212345	6	4.87	45.23	3	1	421.53
43217221	5	3.56	64.80	4	0	378.428
43252463	6	5.06	49.74	3	1	409.53
43280576	8	4.06	71.70	5	0	406.486
43390559	13	3.29	57.20	6	2	433.637
43436192	7	5.06	33.53	4	0	436.575
43461238	6	3.64	59.98	4	0	345.83
43470773	6	3.47	50.80	4	1	386.536
43546334	10	4.28	24.94	4	0	414.565
43547964	6	3.73	55.57	3	0	382.383
43578566	2	3.72	40.62	2	0	388.94
43626949	7	4.27	33.09	3	1	388.559
43638949	6	3.58	41.74	4	0	377.488
43696652	7	4.91	47.67	3	1	371.488
43705459	10	4.92	48.00	4	0	423.553
43714398	5	4.12	58.29	5	0	417.436
43723836	7	3.50	44.53	4	1	390.96
43752019	8	4.25	53.32	4	2	440.539
43766256	8	4.61	55.32	4	0	419.97
43775552	4	3.90	41.49	5	0	364.493
43799594	5	4.81	41.37	3	0	446.570
43807483	8	4.88	61.20	5	1	440.547
43808007	10	4.45	45.17	5	1	426.601
43832950	5	3.81	58.37	3	1	379.435
43877801	6	3.36	45.92	3	0	378.90
43887382	8	3.67	35.94	4	1	386.511
43938654	7	4.53	54.71	3	1	438.95
43970608	10	5.01	47.36	3	0	451.534
43998834	5	3.45	55.57	3	0	348.83
43999223	7	3.71	49.50	3	1	336.435
44003006	9	3.47	28.60	4	0	387.95
44126404	4	4.79	45.15	5	0	385.515
44129793	7	4.08	44.53	4	1	404.558
44170671	6	0.84	76.38	6	0	388.447
44223420	3	4.58	20.31	2	0	365.54
44224991	6	4.46	62.19	3	2	443.595
44240853	7	3.89	58.37	3	1	403.526
44249473	5	4.45	30.29	3	0	367.537
44267187	10	3.82	49.85	3	0	428.617
44311315	2	3.42	42.01	4	0	402.494
44332813	6	4.22	67.52	5	0	441.535
44342774	6	4.97	38.88	3	0	403.505
44374006	5	2.98	55.63	3	1	343.45
44404360	6	4.13	49.85	3	0	420.98
44448268	7	4.51	49.77	3	1	387.90
44461932	8	4.04	68.02	3	1	385.467
44474966	8	4.01	64.55	5	0	433.552
44484381	4	5.17	9.72	3	0	389.99
44505866	5	2.94	46.84	3	0	409.43
44526118	6	4.87	42.99	2	1	371.484
44545851	6	4.16	63.05	4	1	395.551
44565009	4	4.01	41.29	3	1	365.452
44573187	9	4.39	45.40	4	0	370.541
44594656	7	4.53	47.73	4	0	446.470
44618215	7	4.75	49.94	3	2	335.451
44621292	6	2.81	52.93	4	2	391.511
44630126	7	5.01	30.29	3	0	349.478
44634779	3	2.68	49.58	3	0	395.89
44636789	11	3.54	53.96	5	2	398.547
44657946	5	3.15	58.64	2	1	352.434
44694126	6	5.00	49.74	3	1	389.478
44842474	4	3.50	42.16	3	0	297.281
44861939	8	4.04	15.71	3	0	358.54
44899849	6	5.94	41.57	3	1	428.576
44901478	5	3.93	48.99	3	1	345.446
44951877	4	4.13	40.85	3	0	440.58
44969938	9	4.46	28.60	4	0	407.602
45018768	6	4.98	60.60	3	2	393.494
45039459	7	4.08	47.73	3	0	392.499
45094930	5	4.68	29.27	2	0	400.49
45103623	7	4.51	18.51	3	1	371.613
45144712	7	4.50	57.70	5	1	450.60
45148333	7	5.06	71.31	4	2	449.558
45179755	5	5.26	9.72	3	0	375.560
45183893	6	3.53	9.72	3	0	381.96
45245649	5	4.46	42.16	3	0	401.433
45295089	7	4.49	37.83	5	0	442.00
45296088	5	4.29	64.80	5	0	444.93
45298816	8	2.56	35.94	4	1	368.521
45335987	6	3.60	48.31	4	1	381.451
45391911	5	2.90	42.16	3	0	335.37
45430932	6	2.53	64.36	3	1	336.218
45469293	5	3.08	53.51	4	0	411.92
45480884	3	2.69	54.38	6	0	375.476
45546453	5	3.96	49.58	3	0	377.488
45586750	5	4.91	9.72	3	0	399.57
45623849	4	3.62	55.13	2	1	322.408
45699655	7	2.61	84.67	4	1	419.481
45705462	5	2.85	35.94	4	1	384.495
45726881	6	4.31	33.53	4	0	416.569
45727634	7	4.65	50.08	3	2	373.86
45733266	7	4.92	41.37	3	0	436.644
45756005	5	4.87	26.71	3	1	392.587
45759823	4	4.78	29.27	2	0	372.391
45779821	4	3.66	49.77	3	1	399.92
45802822	5	4.21	49.77	4	1	373.88
45835073	8	4.32	48.11	3	0	401.514
45882803	7	3.36	73.09	7	0	408.458
45916396	4	3.98	34.40	2	1	305.377
45925908	6	3.88	62.39	4	1	405.421
45935200	7	4.04	39.52	4	0	395.478
45951506	6	4.53	60.03	5	1	444.531
45952754	6	4.66	47.67	3	1	389.478
45956391	7	3.09	68.52	5	1	380.39
45970224	7	3.43	70.84	4	1	351.333
45988277	6	5.74	48.31	4	1	435.88
45998407	7	3.93	23.78	3	0	417.01
46003857	6	3.66	54.71	3	1	402.92
46071706	6	4.11	55.05	4	0	352.482
46094439	6	4.14	24.30	3	0	380.580
46112682	6	4.73	39.08	3	1	379.479
46114925	7	5.10	49.74	3	1	409.89
46126349	5	3.16	42.24	1	1	277.38
46130031	5	4.44	59.23	3	0	411.505
46153694	7	4.90	43.18	3	0	398.510
46182197	6	3.72	41.74	4	0	395.478
46194679	3	5.48	49.33	4	0	418.585
46202408	7	3.87	32.09	4	0	437.507
46207456	8	4.53	34.17	5	0	430.97
46225990	6	4.63	58.12	4	1	418.516
46239114	8	4.42	28.60	4	0	403.570
46240862	6	4.67	42.99	2	1	357.457
46308088	6	5.13	23.47	2	1	397.87
46331182	7	3.57	35.94	4	1	398.591
46336100	8	2.60	91.56	5	1	413.522
46373781	3	4.23	29.27	2	0	328.431
46399768	5	3.89	28.16	3	1	323.484
46435894	9	4.04	28.85	3	0	370.537
46442911	8	4.44	15.71	3	0	370.512
46443852	4	4.99	12.96	4	0	436.619
46465472	8	5.44	32.26	4	0	432.587
46485545	6	3.58	40.54	2	1	391.48
46490969	9	4.99	48.31	4	1	399.92
46504543	6	4.12	39.34	2	1	381.54
46526293	6	3.66	44.61	4	0	435.547
46548389	6	3.99	41.05	4	1	386.474
46563414	5	4.74	45.40	4	0	386.86
46573302	8	4.40	39.52	4	0	411.590
46575527	6	3.54	36.02	4	0	411.521
46612639	2	2.91	36.69	2	0	356.85
46629221	6	3.89	23.55	2	0	400.63
46645191	6	4.93	23.55	2	0	390.571
46685531	10	4.46	44.73	4	2	416.565
46764020	9	3.72	43.40	6	0	426.557
46765007	5	3.13	42.43	4	0	344.84
46780435	4	3.79	59.39	4	1	438.479
46809728	7	3.06	45.17	5	1	382.93
46813690	6	2.45	73.51	6	0	366.421
46853384	5	4.58	60.56	4	1	398.514
46878355	4	3.60	55.57	3	0	384.86
46928037	6	4.05	41.74	3	0	449.61
46929215	3	6.03	32.26	4	0	396.538
46931568	6	4.34	28.18	5	0	409.574
46944505	7	4.77	41.29	3	1	367.468
46986671	4	2.80	26.71	3	1	354.469
46993983	8	3.40	28.85	3	0	342.483
47045372	6	3.30	35.94	3	1	360.88
47049137	8	3.42	62.47	2	2	335.46
47091998	6	3.73	26.71	3	1	348.575
47106004	7	4.33	19.62	2	0	358.501
47118703	9	4.16	74.03	5	0	450.535
47120677	4	3.16	45.15	5	0	409.48
47121269	7	4.22	32.78	3	0	400.95
47142704	6	4.25	50.27	3	0	416.496
47152585	4	3.89	37.61	3	0	387.93
47165551	6	4.65	23.55	2	0	408.60
47273414	4	5.11	32.51	3	0	402.32
47286478	6	4.59	38.88	3	0	389.478
47290984	7	4.90	50.80	4	1	448.538
47348026	9	5.10	41.49	5	0	444.623
47363577	4	3.81	60.62	5	0	411.89
47374301	5	4.60	36.44	4	0	377.93
47377647	4	3.82	46.34	2	0	346.430
47381587	7	2.37	77.25	4	1	359.333
47404707	8	3.54	53.51	3	0	447.623
47434516	3	2.90	79.79	3	0	421.497
47434812	3	2.27	62.14	5	1	304.78
47460658	4	3.56	26.71	3	1	354.469
47461080	7	4.56	33.09	3	1	424.540
47470932	8	3.72	67.71	6	1	433.552
47499389	7	4.57	23.47	2	1	327.512
47522022	6	4.20	12.96	4	0	438.583
47554773	6	3.72	47.09	3	0	384.91
47589952	5	4.31	48.13	2	2	397.522
47626980	4	3.86	29.54	3	0	369.52
47645670	6	4.77	49.41	3	1	430.523
47659240	4	3.35	35.58	3	1	395.522
47661529	6	4.22	27.54	4	0	435.539
47674240	8	5.32	51.97	3	1	418.56
47727259	3	4.09	54.80	5	0	353.429
47783977	5	4.45	45.23	3	1	385.511
47844046	7	4.00	32.78	3	0	398.591
47870602	6	4.55	47.73	4	0	392.499
47918951	7	4.07	56.38	4	1	427.483
47934313	5	3.53	48.99	3	1	339.483
47941649	6	3.80	54.46	3	1	411.50
47961062	7	5.34	49.74	3	1	417.532
47964341	7	3.80	49.50	3	1	356.85
47970508	4	3.46	55.05	4	0	324.359
47971909	6	3.79	45.98	4	1	401.558
47974179	5	5.77	37.19	4	0	447.58
47978823	10	4.50	24.94	4	0	396.575
48130667	6	4.17	54.71	3	1	404.510
48137729	7	5.69	39.08	3	1	407.51
48138147	6	4.52	23.55	2	0	388.91
48160100	3	2.77	45.17	5	1	366.89
48198473	8	4.86	15.71	3	0	372.57
48254177	8	3.94	41.93	4	1	381.516
48255071	7	3.79	35.94	4	1	368.521
48268685	6	4.56	47.67	3	1	377.536
48302623	5	3.53	58.29	5	0	403.409
48315461	8	4.45	49.64	3	1	430.527
48341926	7	3.49	55.84	3	0	371.477
48371793	6	4.53	61.80	3	2	420.484
48377980	4	3.90	15.71	3	0	334.52
48385341	7	3.93	49.77	4	1	387.90
48395445	4	5.10	48.05	4	1	411.47
48441119	5	3.94	42.16	3	0	379.411
48458187	4	2.47	52.65	3	1	399.579
48473101	8	4.14	24.94	4	0	394.559
48475020	8	4.11	71.67	3	2	397.482
48482477	6	4.30	23.55	2	0	386.555
48500514	7	3.77	47.73	4	0	380.488
48504193	7	4.43	49.41	3	1	418.56
48540699	6	1.44	58.64	3	1	346.45
48550494	7	3.95	26.71	3	1	376.90
48562535	5	4.19	41.57	2	1	414.54
48597742	5	4.15	6.48	2	0	390.65
48611182	7	4.12	61.45	4	1	387.439
48621331	10	3.87	35.94	4	1	390.527
48622969	4	3.54	79.38	5	2	334.427
48649863	4	3.14	58.54	4	0	372.85
48700852	5	3.53	67.52	6	0	393.491
48753023	9	4.81	41.49	4	0	434.559
48814003	6	4.15	55.57	3	0	370.493
48826975	5	3.20	68.46	4	0	395.434
48828837	8	3.47	58.73	4	1	372.48
48843185	7	3.93	64.28	5	0	418.420
48868160	6	3.85	23.55	2	0	360.586
48883585	9	4.24	24.94	4	0	400.538
48886062	6	3.47	9.72	3	0	370.00
48890116	8	4.16	26.71	3	1	352.522
48916629	6	3.91	32.78	4	0	394.559
48923218	5	2.91	26.71	3	1	308.48
48955575	7	3.91	64.80	4	0	392.455
48965500	7	2.89	38.82	4	1	400.611
48970311	6	4.11	55.32	5	0	407.53
48985341	5	3.91	49.41	2	1	370.88
48998106	6	4.30	54.46	3	1	387.483
49008707	4	4.54	42.74	3	1	390.438
49025761	7	4.65	29.95	4	1	417.597
49045290	7	3.94	22.61	4	0	448.67
49168768	7	4.51	32.70	3	1	411.441
49197359	7	4.01	38.13	3	0	353.510
49198074	7	3.01	35.75	4	0	432.612
49227107	5	3.55	62.14	5	1	348.450
49308344	7	4.63	48.11	4	0	421.93
49309132	6	3.23	55.05	4	0	314.433
49340567	7	3.40	64.22	3	1	433.45
49357357	7	3.26	39.60	4	1	385.596
49388059	6	4.56	47.73	4	0	392.499
49436172	5	4.63	9.72	3	0	349.95
49446961	6	3.60	29.95	4	1	436.06
49466621	7	3.80	49.50	3	1	356.85
49506758	6	3.47	58.37	3	1	355.482
49535430	8	5.54	51.97	4	1	432.95
49596319	7	3.70	19.37	3	0	343.53
49609806	7	4.76	19.37	3	0	391.534
49612628	8	3.87	56.90	4	1	391.450
49622081	6	3.41	71.70	5	0	406.486
49644915	7	2.12	93.82	5	2	370.405
49669151	9	5.51	26.71	3	1	445.06
49671708	5	4.94	23.47	2	1	363.476
49767589	5	1.89	60.37	6	0	318.352
49807785	6	3.42	74.61	5	1	443.451
49851711	4	2.47	68.46	4	0	349.390
49918320	3	2.59	70.93	7	0	351.389
49966866	7	2.91	56.17	5	2	384.520
49984496	7	3.58	51.73	4	2	429.512
49994646	7	3.45	71.62	5	1	359.470
49998981	6	2.89	52.93	4	2	375.89
50041008	7	5.16	39.08	3	1	375.516
50089362	6	4.85	60.04	4	1	420.58
50104701	8	5.04	49.77	3	1	421.460
50155686	6	4.29	46.61	4	0	401.506
50177516	7	4.22	55.57	3	0	370.47
50215527	4	4.34	36.02	4	0	435.59
50238484	7	4.78	28.18	5	0	444.02
50331923	5	4.27	58.22	4	1	395.478
50346106	9	4.22	44.81	4	1	444.02
50354144	5	3.79	42.16	3	0	347.86
50359014	4	3.84	43.70	4	0	376.456
50380649	6	3.97	55.57	3	0	412.91
50414746	7	4.37	29.27	2	0	338.374
50414886	9	4.76	47.36	3	0	451.534
50417712	5	4.66	41.74	4	0	405.542
50434311	9	4.81	6.48	2	0	376.89
50448063	11	4.72	44.73	4	2	404.554
50524135	9	4.67	32.26	4	0	398.61
50537143	7	4.38	23.55	2	0	376.97
50546098	4	4.18	38.82	3	1	410.58
50572248	5	3.51	41.57	3	1	382.479
50634425	8	4.54	15.71	3	0	388.503
50715381	7	5.63	50.16	3	1	451.01
50725753	5	4.48	42.16	3	0	325.456
50840945	8	4.24	31.40	4	1	420.645
50853264	6	4.47	38.13	3	0	391.490
50912150	7	4.25	49.58	3	0	443.591
50924639	10	1.98	73.41	5	3	372.513
50942347	5	5.28	9.72	3	0	395.61
50980042	8	4.62	69.79	4	1	436.519
50992407	3	3.36	62.47	4	0	408.89
5100224	2	2.64	37.38	2	0	237.258
5100735	2	3.65	25.16	1	1	259.73
5101191	3	3.87	36.09	1	3	243.33
5102124	4	2.43	20.31	2	0	292.60
5102127	3	2.51	65.14	3	0	216.196
5102394	4	1.66	20.31	2	0	177.247
5103306	3	4.90	28.15	1	1	248.329
51035698	10	3.42	53.96	5	2	410.96
5103597	3	2.77	50.69	3	1	226.66
5103710	5	2.80	94.71	5	2	233.227
5104018	4	4.06	12.89	1	0	392.20
5104021	5	2.87	60.16	2	1	227.32
5104063	4	4.28	12.89	1	0	265.37
5104302	0	3.14	38.33	2	1	238.45
5104469	3	3.48	75.73	4	1	242.234
5105395	4	5.65	77.54	5	2	317.348
5105654	2	3.20	77.28	4	0	279.251
51059560	8	3.44	35.94	4	1	429.00
5106212	9	3.43	62.58	4	0	352.390
5106706	2	2.24	58.93	2	1	188.186
5106732	5	2.87	66.48	3	1	322.364
5106781	5	2.36	66.48	3	1	308.337
5107271	2	1.63	65.14	3	0	244.250
5107372	4	1.73	64.35	3	2	180.207
5107663	3	0.61	7.12	1	0	362.90
5107787	8	1.82	20.26	1	0	506.62
51082075	8	3.72	47.73	4	0	368.477
5108688	2	2.58	90.79	4	3	281.271
51089470	7	3.90	24.30	3	0	409.40
51090282	8	4.36	61.80	4	2	448.538
5109112	2	2.25	40.62	3	0	272.348
5109124	4	1.49	49.85	4	0	288.347
5109296	2	3.28	39.19	2	0	344.990
51110388	4	4.84	41.29	3	1	361.489
51113791	4	1.75	36.02	4	0	415.622
51123692	8	4.54	56.15	3	1	363.461
5112576	2	3.39	46.17	2	1	359.18
51126172	7	4.03	44.53	4	1	404.558
5113142	4	2.24	79.37	4	2	313.14
5113412	1	2.86	63.83	4	2	220.29
5113591	5	2.53	80.44	4	1	312.53
5113602	5	2.42	86.23	4	1	311.54
5113610	7	3.79	86.51	4	0	433.46
51144501	7	3.98	56.32	4	0	408.546
5114495	1	3.22	38.91	2	1	270.82
5115429	1	1.70	79.51	2	3	299.15
5116134	8	2.81	68.15	5	2	290.315
5116667	3	3.39	46.17	2	1	318.170
5116959	4	4.49	40.52	4	1	309.19
5117187	7	4.43	59.92	4	1	400.478
5117972	5	6.55	58.89	3	1	461.17
